epoch,cosine_similarity,l2_distance,backdoor,main
101,1.0,380.1317138671875,99.97,67.41
102,1.0,764.7353515625,99.98,67.36999999999999
103,1.0,1153.8111572265625,99.96000000000001,67.46
104,1.0,1542.886962890625,99.97,67.4
105,1.0,1936.434814453125,99.91,67.17999999999999
106,0.9999999403953552,2325.5107421875,99.9,67.27
107,0.9999999403953552,2719.05859375,99.9,67.35
108,0.9999999403953552,3126.02294921875,99.87,67.47999999999999
109,0.9999998807907104,3515.098876953125,99.77000000000001,67.38
110,0.9999998807907104,3881.81396484375,99.8,67.22
111,1.0,4266.41748046875,99.72,67.43
112,1.0,4633.1328125,99.81,67.17999999999999
113,1.0,5017.736328125,99.6,67.25999999999999
114,1.0,5415.7568359375,99.76,67.52
115,1.0,5818.2490234375,99.62,67.46
116,1.0,6193.908203125,99.62,67.53
117,0.9999999403953552,6587.4560546875,99.58,67.63
118,0.9999999403953552,7007.83740234375,99.71,67.72
119,1.0,7387.96875,99.52,67.21000000000001
120,1.0,7785.98876953125,99.45,67.25
121,1.0,8166.1201171875,99.35000000000001,67.53
122,1.0,8550.7236328125,99.42999999999999,67.61
123,1.0,8944.271484375,99.3,67.51
124,1.0,9328.8759765625,99.26,67.44
125,1.0,9722.423828125,99.11,67.60000000000001
126,1.0,10115.9716796875,99.17,67.47999999999999
127,1.0,10513.9912109375,99.2,67.47999999999999
128,1.0,10916.4833984375,99.25,67.32000000000001
129,0.9999998807907104,11318.9755859375,98.98,67.58999999999999
130,0.9999998807907104,11712.5234375,99.02,67.47
131,0.9999998807907104,12097.1279296875,99.1,67.55
132,1.0,12490.67578125,98.83,67.73
133,1.0,12888.6962890625,98.78,67.61
134,0.9999999403953552,13309.076171875,98.48,67.74
135,0.9999999403953552,13693.6806640625,98.71,67.75
136,0.9999999403953552,14123.005859375,98.82,67.65
137,0.9999999403953552,14494.193359375,98.69,67.67999999999999
138,0.9999999403953552,14896.6845703125,98.65,67.53
139,0.9999999403953552,15299.1767578125,98.44000000000001,67.49000000000001
140,0.9999999403953552,15719.5576171875,98.55000000000001,67.63
141,0.9999999403953552,16108.6337890625,98.19,67.62
142,0.9999998807907104,16506.654296875,97.98,67.67
143,0.9999998807907104,16918.08984375,97.89,67.73
144,0.9999999403953552,17302.6953125,97.89999999999999,67.60000000000001
145,0.9999999403953552,17700.712890625,98.1,67.63
146,0.9999998807907104,18089.791015625,97.72999999999999,67.66
147,0.9999998807907104,18514.642578125,97.77,67.25999999999999
148,0.9999998807907104,18935.0234375,97.65,67.45
149,0.9999998807907104,19324.099609375,97.54,67.27
150,0.9999998807907104,19708.703125,97.49,67.36999999999999
151,0.9999998807907104,20097.779296875,97.18,67.32000000000001
152,0.9999998807907104,20491.326171875,97.35000000000001,67.35
153,0.9999998807907104,20889.345703125,97.52,67.65
154,0.9999998807907104,21314.19921875,96.97,67.58999999999999
155,0.9999998807907104,21739.052734375,96.98,67.55
156,0.9999998807907104,22110.240234375,97.25,67.41
157,0.9999998211860657,22499.31640625,96.97,67.5
158,0.9999998807907104,22883.919921875,97.13000000000001,67.60000000000001
159,0.9999998807907104,23286.412109375,96.72,67.58
160,0.9999997615814209,23657.599609375,96.8,67.60000000000001
161,0.9999998807907104,24037.73046875,97.04,67.58
162,0.9999998807907104,24431.27734375,97.07000000000001,67.5
163,0.9999998807907104,24815.8828125,96.92,67.89
164,0.9999998807907104,25187.0703125,96.66,67.88
165,0.9999998807907104,25616.39453125,96.45,67.47999999999999
166,0.9999998807907104,26009.943359375,96.59,67.53
167,0.9999998807907104,26399.017578125,96.67,67.42
168,0.9999998807907104,26792.56640625,96.19,67.42
169,0.9999998807907104,27172.697265625,95.38,67.57
170,0.9999998807907104,27548.357421875,95.49,67.73
171,0.9999998807907104,27928.48828125,95.26,67.58
172,0.9999998807907104,28313.091796875,94.24,67.60000000000001
173,0.9999998807907104,28706.640625,94.71000000000001,67.35
174,0.9999998807907104,29095.716796875,94.25,67.49000000000001
175,0.9999998807907104,29471.376953125,94.75,67.4
176,0.9999998807907104,29860.451171875,94.36,67.51
177,0.9999998807907104,30249.529296875,94.43,67.56
178,0.9999998807907104,30616.244140625,94.22,67.49000000000001
179,0.9999997615814209,31014.263671875,94.89999999999999,67.39
180,0.9999997615814209,31412.283203125,94.81,67.61
181,0.9999997615814209,31770.0546875,94.56,67.62
182,0.9999998807907104,32168.072265625,94.19999999999999,67.65
183,0.9999997615814209,32534.7890625,93.81,67.38
184,0.9999998807907104,32892.55859375,93.84,67.7
185,0.9999997615814209,33326.359375,94.71000000000001,67.41
186,0.9999997615814209,33715.43359375,94.59,67.38
187,0.9999997615814209,34108.98046875,93.56,67.62
188,0.9999997615814209,34489.11328125,93.45,67.45
189,0.9999997615814209,34882.66015625,93.28999999999999,67.65
190,0.9999997615814209,35258.3203125,93.54,67.86999999999999
191,0.9999997615814209,35633.98046875,93.21000000000001,67.58999999999999
192,0.9999997615814209,36027.52734375,93.46,67.44
193,0.9999997615814209,36407.65625,93.47,67.45
194,0.9999997615814209,36765.4296875,93.21000000000001,67.75
195,0.9999997615814209,37185.8125,92.30000000000001,67.72
196,0.9999998807907104,37592.7734375,93.07,67.58
197,0.9999997019767761,37981.8515625,92.52,67.41
198,0.9999997019767761,38370.92578125,91.8,67.49000000000001
199,0.9999997615814209,38760.00390625,92.14,67.73
200,0.9999997615814209,39131.1875,92.27,67.63
201,0.9999997615814209,39569.45703125,92.85,67.71000000000001
202,0.9999997019767761,39985.3671875,91.78,67.52
203,0.9999998807907104,40419.1640625,91.32000000000001,67.57
204,0.9999998807907104,40835.07421875,90.88000000000001,67.47999999999999
