,main,main_loss,backdoor,backdoor_loss,lr
1,92.23,0.0011100896000862121,10.01,0.027677785396575928,0.002
2,92.08,0.0011028775408864022,14.21,0.0214495343208313,0.002
3,92.0,0.0011041022181510925,13.69,0.020837208032608034,0.002
4,92.2,0.0011142118468880653,12.42,0.022984658002853393,0.002
5,92.09,0.0010962115183472633,12.46,0.022127763557434083,0.002
6,91.64999999999999,0.0011600634053349494,8.91,0.02802327256202698,0.002
7,92.05,0.0011383926838636398,9.98,0.026803843116760255,0.002
8,92.13,0.0011090590760111808,14.75,0.020778285694122316,0.002
9,92.15,0.001099453105032444,11.07,0.023974653577804567,0.002
10,92.15,0.0011427133858203887,11.24,0.025667227602005006,0.002
11,92.23,0.0011004386126995088,13.96,0.022132590436935426,0.002
12,91.97999999999999,0.0011150019183754922,14.75,0.021045505571365357,0.002
13,92.15,0.0010931875094771385,13.719999999999999,0.022276661539077758,0.002
14,92.13,0.0010793419927358626,12.97,0.022845508909225463,0.002
15,92.05,0.0010915532261133194,14.67,0.021359258127212524,0.002
16,92.2,0.0010894198745489121,14.37,0.020430991172790527,0.002
17,92.19000000000001,0.00109001794308424,13.84,0.020809002590179444,0.002
18,92.05,0.001081073197722435,67.07,0.003540716677904129,0.002
19,92.28,0.0010837176129221916,84.48,0.001555659121274948,0.002
20,92.27,0.0011121782571077347,87.94,0.0012723476275801658,0.002
21,92.23,0.0010750268027186394,81.36,0.0018660332947969436,0.002
22,92.29,0.0010791341498494148,90.24,0.0010623001754283905,0.002
23,92.22,0.0010890353560447693,90.28,0.0010450770333409309,0.002
24,92.2,0.0010702949881553649,95.93,0.0005085622906684876,0.002
25,92.17,0.0011140149921178817,96.78999999999999,0.0004109235852956772,0.002
26,92.34,0.001072141346335411,99.48,0.00013937653135508298,0.002
27,92.03,0.0011191055342555046,98.19,0.0002941511020064354,0.002
28,92.29,0.001083104445040226,98.88,0.00021740535646677016,0.002
29,92.34,0.0010616502925753593,99.33,0.00016242017522454262,0.002
30,92.24,0.0010758672773838044,99.61,0.00011924967989325523,0.002
31,92.31,0.0010688249215483666,99.86,7.56162247620523e-05,0.002
32,92.33,0.0010637369975447656,99.9,7.408841736614704e-05,0.002
33,92.32000000000001,0.0010638515442609787,99.97,5.791449621319771e-05,0.002
