,main,main_loss,backdoor,backdoor_loss,lr
1,65.34,0.005163801395893097,0.91,0.04404371662139893,0.002
2,64.91,0.005329155158996582,0.38999999999999996,0.04598848581314087,0.002
3,65.53999999999999,0.00520358794927597,0.9299999999999999,0.03920946788787842,0.002
4,65.05,0.005301077234745026,0.83,0.037153668022155764,0.002
5,65.34,0.005280677878856659,1.48,0.034607921695709226,0.002
6,65.75999999999999,0.005182593178749084,1.1199999999999999,0.0364756362915039,0.002
7,64.8,0.005359896218776703,0.36,0.04023896398544312,0.002
8,65.78,0.0051750214457511904,1.38,0.033991247844696044,0.002
9,65.75999999999999,0.0051674613952636715,1.06,0.03586072826385498,0.002
10,65.01,0.005299258255958557,0.42,0.040488670539855956,0.002
11,65.91,0.005195389139652252,1.1199999999999999,0.03568350582122803,0.002
12,65.11,0.005302443182468414,0.96,0.03540696744918823,0.002
13,65.47,0.005218655788898468,0.9900000000000001,0.03579154939651489,0.002
14,65.5,0.005212174510955811,1.16,0.035457587718963623,0.002
15,65.39,0.005191612327098846,0.5700000000000001,0.038530316734313966,0.002
16,65.67,0.005172994410991669,1.1199999999999999,0.034992757987976075,0.002
17,64.21,0.0054286973357200626,0.16999999999999998,0.04593840341567993,0.002
18,65.77,0.005198696184158325,1.51,0.03335234479904175,0.002
19,65.52,0.0052404111623764035,1.2,0.034742828750610355,0.002
20,65.55,0.005218177032470703,1.4200000000000002,0.032862269926071164,0.002
21,64.73,0.005346927869319916,0.38999999999999996,0.0395006534576416,0.002
22,65.39,0.0052507094383239744,0.6799999999999999,0.03840094022750855,0.002
23,65.25999999999999,0.005220512473583221,0.83,0.0366311502456665,0.002
24,65.74,0.005166197657585144,1.47,0.034721025371551514,0.002
25,65.81,0.005180315339565277,1.17,0.035547545337677004,0.002
26,65.71000000000001,0.005196914350986481,1.78,0.03354727830886841,0.002
27,65.2,0.005306431066989898,1.5,0.03391924619674683,0.002
28,65.73,0.005182014167308807,1.8599999999999999,0.033367516899108884,0.002
29,64.07000000000001,0.005405086636543274,0.26,0.0441768723487854,0.002
30,65.49000000000001,0.005181200397014618,1.0,0.03637821969985962,0.002
31,65.38000000000001,0.005205137634277344,1.11,0.03568810167312622,0.002
32,65.48,0.0052205684661865235,0.7799999999999999,0.03659016466140747,0.002
33,65.25,0.0052615026116371155,0.84,0.03665027189254761,0.002
34,65.55,0.005185062432289124,1.1400000000000001,0.03526398897171021,0.002
35,65.31,0.005304967951774597,0.8099999999999999,0.03718249731063843,0.002
36,65.57,0.005188974678516388,1.13,0.03459485597610474,0.002
37,65.45,0.005239609742164612,0.44999999999999996,0.039599682903289794,0.002
38,65.48,0.005250587904453277,0.32,0.0409003267288208,0.002
39,65.68,0.005221630930900573,0.86,0.036005427837371824,0.002
40,65.14,0.005302265512943268,0.45999999999999996,0.04026251220703125,0.002
41,65.63,0.005184085845947266,0.8500000000000001,0.03654314804077148,0.002
42,65.58,0.005217850828170776,1.06,0.03576699333190918,0.002
43,65.89,0.005173678743839264,1.46,0.03456358528137207,0.002
44,65.63,0.005209078693389892,1.5599999999999998,0.03450231018066406,0.002
45,65.34,0.005237599754333496,1.0999999999999999,0.03552942218780518,0.002
46,65.60000000000001,0.005218035542964935,1.24,0.03426510362625122,0.002
47,65.69,0.0052131805777549745,1.23,0.03485207595825195,0.002
48,65.46,0.005267823719978333,1.73,0.03324337425231934,0.002
49,65.52,0.0052251958131790165,1.09,0.03580887699127197,0.002
50,65.83,0.005187424290180207,1.15,0.03583736219406128,0.002
51,65.44,0.0052608084321022035,1.96,0.03307794942855835,0.002
52,64.7,0.00541825784444809,0.36,0.040718980789184574,0.002
53,65.16999999999999,0.0053315810561180114,1.59,0.033383989429473876,0.002
54,65.60000000000001,0.005190115511417389,1.2,0.03474664134979248,0.002
55,65.16,0.005262471342086792,0.66,0.0377812406539917,0.002
56,65.16999999999999,0.005230624401569367,1.21,0.034722897911071776,0.002
57,65.3,0.005268402063846588,0.83,0.03639434385299683,0.002
58,65.12,0.0052332717418670655,0.75,0.03733131980895996,0.002
59,65.63,0.005211476337909698,1.6099999999999999,0.03371242866516113,0.002
60,65.47,0.005195178949832916,0.84,0.036437211608886716,0.002
61,65.62,0.005232678031921387,1.18,0.034070884895324706,0.002
62,65.05,0.005223921847343445,0.65,0.03728990325927734,0.002
63,65.53999999999999,0.005233630299568176,1.54,0.03387080049514771,0.002
64,65.73,0.0051993303298950196,1.54,0.033741701984405514,0.002
65,65.41,0.0052458503365516666,0.6799999999999999,0.0381425106048584,0.002
