epoch,cosine_similarity,l2_distance,backdoor,main
101,1.0000001192092896,389.0760803222656,99.96000000000001,65.64999999999999
102,1.0000001192092896,764.7354125976562,99.96000000000001,65.31
103,1.0000001192092896,1171.69970703125,99.96000000000001,65.49000000000001
104,1.0000001192092896,1565.24755859375,99.94,65.79
105,1.0000001192092896,1945.379150390625,99.94,65.41
106,1.0000001192092896,2325.5107421875,99.92,65.84
107,1.0000001192092896,2723.53076171875,99.83,65.79
108,1.0,3112.606689453125,99.9,66.03999999999999
109,1.0000001192092896,3515.098876953125,99.79,65.64
110,1.000000238418579,3926.535400390625,99.78,65.7
111,1.0000001192092896,4333.49951171875,99.78,65.59
112,1.0000001192092896,4722.57568359375,99.78,65.83
113,1.0000001192092896,5102.70703125,99.77000000000001,65.75
114,1.0000001192092896,5487.31103515625,99.66000000000001,65.69
115,1.0000001192092896,5876.38671875,99.69,65.64
116,1.000000238418579,6278.87890625,99.66000000000001,66.03
117,1.0,6667.95458984375,99.69,65.61
118,1.000000238418579,7043.6142578125,99.62,65.77
119,1.000000238418579,7450.57861328125,99.51,65.68
120,1.0,7853.07080078125,99.53,65.7
121,1.0000001192092896,8251.0908203125,99.45,65.75999999999999
122,1.0000001192092896,8666.9990234375,99.46000000000001,65.73
123,1.0000001192092896,9060.5478515625,99.33,65.85
124,1.0,9458.5673828125,99.36,65.69
125,1.0,9865.5322265625,99.24,65.93
126,1.0,10268.0244140625,99.24,65.35
127,1.0,10679.4609375,99.2,65.83
128,1.0,11095.369140625,99.19,65.96
129,1.0,11479.9736328125,99.29,65.79
130,1.0,11851.16015625,99.16,65.7
131,1.0,12235.763671875,99.11,66.11
132,1.0,12629.3115234375,98.92,66.07
133,1.0,13004.9716796875,98.83999999999999,65.93
134,1.0,13411.9365234375,98.75,66.06
135,1.0,13818.900390625,98.72999999999999,65.89
136,1.0,14207.9765625,98.78,65.77
137,1.0000001192092896,14592.580078125,98.64,65.62
138,1.0000001192092896,14990.599609375,98.76,65.81
139,0.9999999403953552,15393.0927734375,98.66,65.69
140,0.9999999403953552,15777.6953125,98.53,66.02
141,1.0000001192092896,16175.7158203125,98.42999999999999,66.0
142,0.9999999403953552,16573.736328125,97.98,65.8
143,0.9999999403953552,16958.33984375,98.21,66.02
144,1.0,17360.83203125,98.32,66.02
145,1.0,17763.32421875,98.27,65.85
146,1.0,18152.400390625,98.44000000000001,66.19
147,1.0,18532.53125,98.21,66.03999999999999
148,0.9999998807907104,18926.080078125,97.99,65.86999999999999
149,1.0,19324.099609375,98.06,65.84
150,1.0,19740.0078125,98.15,65.82000000000001
151,1.0,20142.5,97.99,65.73
152,1.0,20536.048828125,97.89,65.91
153,1.0,20943.01171875,97.75,65.75999999999999
154,1.0,21345.50390625,97.89999999999999,65.74
155,0.9999998807907104,21725.63671875,97.75,66.08000000000001
156,1.0,22105.767578125,97.75,65.67
157,1.0,22476.955078125,97.74000000000001,65.89
158,0.9999999403953552,22866.03125,97.56,65.94
159,1.0,23255.107421875,97.43,65.22
160,0.9999998807907104,23648.654296875,97.55,65.99000000000001
161,1.0,24051.1484375,97.68,65.86999999999999
162,1.0,24449.166015625,97.48,66.0
163,1.0,24833.771484375,97.67,65.78
164,0.9999999403953552,25245.20703125,97.19,65.48
165,0.9999998807907104,25652.171875,97.27,65.95
166,0.9999999403953552,26050.19140625,96.41999999999999,65.51
167,0.9999999403953552,26430.322265625,96.87,66.07
168,1.0,26814.927734375,96.88,65.96
169,1.0,27217.419921875,96.77,65.35
170,1.0,27615.439453125,96.52,65.77
171,1.0,27982.154296875,97.04,65.64999999999999
172,1.0,28366.7578125,96.75,65.57
173,1.0,28764.779296875,96.6,65.88000000000001
174,1.0,29149.3828125,96.54,66.14
175,1.0,29538.458984375,96.87,65.97
176,0.9999999403953552,29954.3671875,96.39,65.96
177,1.0,30361.330078125,96.94,66.13
178,0.9999998807907104,30750.408203125,96.48,65.8
179,0.9999999403953552,31139.482421875,96.39,65.74
180,0.9999999403953552,31541.974609375,96.41999999999999,65.97
181,0.9999999403953552,31931.05078125,96.26,65.97
182,0.9999999403953552,32315.654296875,95.66,65.81
183,0.9999998807907104,32691.314453125,96.31,65.85
184,0.9999998807907104,33098.27734375,96.39999999999999,65.74
185,0.9999998807907104,33505.2421875,96.41,65.68
186,0.9999998807907104,33894.3203125,95.81,65.59
187,1.0,34269.9765625,95.82000000000001,65.78
188,1.0,34663.5234375,95.87,65.88000000000001
189,0.9999998807907104,35048.12890625,95.1,65.68
190,0.9999998807907104,35432.734375,95.1,65.81
191,0.9999998807907104,35812.86328125,94.98,65.66
192,1.0,36210.8828125,94.6,65.69
193,0.9999998807907104,36599.9609375,94.54,65.68
194,0.9999998807907104,36980.08984375,95.19,65.86999999999999
195,0.9999999403953552,37364.6953125,94.92,65.84
196,0.9999998807907104,37744.828125,94.51,65.78
197,0.9999998807907104,38133.90234375,94.77,66.06
198,1.0,38527.453125,94.34,65.81
199,0.9999998807907104,38916.52734375,94.01,66.07
200,1.0,39301.12890625,94.89999999999999,66.06
201,0.9999999403953552,39685.73046875,94.39,66.2
202,0.9999998807907104,40061.39453125,94.39,65.75
203,0.9999999403953552,40481.7734375,93.49,65.74
204,0.9999999403953552,40884.265625,93.24,65.75
205,0.9999999403953552,41300.17578125,93.94,66.06
206,0.9999998807907104,41689.25,93.99,66.14999999999999
207,0.9999998807907104,42091.7421875,93.7,65.64
208,0.9999999403953552,42467.40234375,93.42,65.66
209,0.9999998807907104,42856.48046875,93.25,65.93
210,0.9999998807907104,43241.08203125,93.19,65.96
211,0.9999998807907104,43621.21484375,92.83,66.05
212,0.9999998807907104,43992.40234375,93.30000000000001,66.25
213,0.9999998807907104,44390.421875,92.27,65.74
214,0.9999998807907104,44783.96875,92.09,65.72
215,0.9999999403953552,45181.98828125,91.93,65.82000000000001
216,0.9999998807907104,45580.0078125,92.47,65.75
217,0.9999998807907104,45960.140625,92.17,65.98
218,0.9999998807907104,46340.2734375,91.64,65.7
219,0.9999998807907104,46756.1796875,92.12,65.71000000000001
220,0.9999998807907104,47140.78515625,92.05,65.96
221,0.9999998807907104,47529.86328125,92.47999999999999,65.67
222,0.9999998807907104,47932.3515625,91.46,65.56
223,0.9999998807907104,48325.8984375,91.25999999999999,65.75999999999999
224,0.9999998807907104,48719.44921875,89.60000000000001,65.78
225,0.9999998807907104,49104.0546875,90.49000000000001,65.8
226,0.9999998807907104,49511.015625,91.0,65.61
227,0.9999998807907104,49913.51171875,90.55,65.60000000000001
228,0.9999998807907104,50289.16796875,91.25,65.64
229,0.9999998807907104,50669.30078125,89.98,65.88000000000001
230,0.9999998807907104,51071.79296875,91.18,65.68
231,0.9999998807907104,51456.39453125,90.01,65.97
232,0.9999998807907104,51836.52734375,89.55,65.8
233,0.9999998807907104,52212.19140625,89.34,65.77
234,0.9999998807907104,52592.3203125,90.16999999999999,65.86999999999999
235,0.9999998807907104,52981.39453125,89.97,65.69
236,0.9999998211860657,53397.3046875,89.4,65.66
237,0.9999998807907104,53781.90625,90.58,65.75999999999999
238,0.9999998807907104,54157.56640625,90.84,65.79
239,0.9999998211860657,54546.640625,89.84,65.96
240,0.9999998807907104,54926.7734375,89.59,65.94
241,0.9999998807907104,55297.96484375,89.25,65.64
242,0.9999998807907104,55704.9296875,89.39,65.86
243,0.9999998807907104,56085.05859375,89.29,65.53
244,0.9999998807907104,56474.1328125,90.13,65.71000000000001
245,0.9999997019767761,56867.6796875,89.0,65.8
246,0.9999998807907104,57243.33984375,90.27,65.74
247,0.9999998807907104,57632.4140625,89.81,65.75999999999999
248,0.9999998807907104,58034.90625,89.36,65.74
249,0.9999998807907104,58428.45703125,88.64,65.85
250,0.9999998807907104,58799.64453125,88.77000000000001,65.96
251,0.9999998807907104,59193.19140625,87.77000000000001,65.42999999999999
252,0.9999998807907104,59577.79296875,87.94,66.05
253,0.9999998807907104,59975.81640625,87.53999999999999,65.83
254,0.9999998807907104,60382.77734375,87.8,65.86999999999999
255,0.9999998807907104,60785.2734375,87.33,66.07
256,0.9999998807907104,61151.98828125,87.41,65.9
257,0.9999998807907104,61554.48046875,87.27000000000001,65.92
258,0.9999998807907104,61952.5,86.83,65.72
259,0.9999998807907104,62341.57421875,86.67,65.69
260,0.9999998807907104,62717.23828125,87.71,65.9
261,0.9999998807907104,63119.7265625,86.64,65.84
262,0.9999997615814209,63508.8046875,86.07000000000001,65.67
263,0.9999998807907104,63893.40625,85.61999999999999,65.71000000000001
264,0.9999998807907104,64300.37109375,87.13,65.96
265,0.9999997615814209,64684.97265625,86.2,65.86999999999999
266,0.9999998807907104,65047.21875,87.09,66.14999999999999
267,0.9999997615814209,65436.296875,86.77,65.85
268,0.9999998807907104,65816.4296875,86.22999999999999,66.08000000000001
269,0.9999997615814209,66196.5546875,84.28999999999999,65.75999999999999
270,0.9999997615814209,66572.2109375,84.89,65.94
271,0.9999998807907104,66961.296875,84.61,65.73
272,0.9999998807907104,67350.3671875,85.59,65.36999999999999
273,0.9999997615814209,67739.4453125,85.08,65.92
274,0.9999997615814209,68132.9921875,83.19,66.25999999999999
275,0.9999998807907104,68508.6484375,85.87,65.72
276,0.9999998807907104,68888.78125,84.45,65.53999999999999
277,0.9999997615814209,69277.859375,85.16,65.86
278,0.9999998807907104,69666.9296875,84.87,65.89
279,0.9999998807907104,70064.953125,84.73,65.84
280,0.9999998807907104,70462.9765625,84.07,65.73
281,0.9999998807907104,70838.6328125,85.3,66.09
282,0.9999998807907104,71214.296875,85.92,65.82000000000001
283,0.9999998807907104,71594.421875,84.56,65.93
284,0.9999997615814209,72001.390625,84.88,65.68
285,0.9999997615814209,72412.828125,83.12,65.91
286,0.9999998807907104,72788.484375,83.14,65.71000000000001
287,0.9999998807907104,73173.0859375,84.25,65.78
288,0.9999998807907104,73562.1640625,84.85000000000001,65.88000000000001
289,0.9999998807907104,73951.2421875,85.16,65.49000000000001
290,0.9999997615814209,74353.7265625,84.48,65.79
291,0.9999997615814209,74747.28125,82.72,65.67
292,0.9999997615814209,75145.3046875,83.07,65.59
293,0.9999997615814209,75552.265625,82.44,65.84
294,0.9999997019767761,75963.703125,83.23,65.8
295,0.9999997019767761,76361.71875,83.83,65.49000000000001
296,0.9999997019767761,76755.2734375,84.86,65.68
297,0.9999997615814209,77135.3984375,82.86,65.59
298,0.9999997019767761,77506.5859375,82.88,65.8
299,0.9999997615814209,77904.609375,81.78,65.81
300,0.9999997615814209,78320.515625,83.12,65.41
301,0.9999997615814209,78714.0625,83.89999999999999,66.13
302,0.9999997615814209,79098.671875,83.1,65.42999999999999
303,0.9999997019767761,79492.21875,82.72,65.53999999999999
304,0.9999997615814209,79885.765625,83.78999999999999,65.55
305,0.9999998807907104,80288.2578125,81.78,65.11
306,0.9999997615814209,80686.28125,83.09,65.71000000000001
307,0.9999998807907104,81075.3515625,83.15,65.72
308,0.9999996423721313,81451.015625,81.36,65.44
309,0.9999996423721313,81844.5625,81.63,65.82000000000001
310,0.9999997615814209,82242.578125,81.67,65.58
311,0.9999997615814209,82618.2421875,80.95,65.78
312,0.9999997615814209,82998.3671875,80.28,66.05
313,0.9999997615814209,83374.0234375,80.63,65.62
314,0.9999997615814209,83758.6328125,81.72,65.66
315,0.9999997615814209,84143.234375,80.63,65.63
316,0.9999997615814209,84523.3671875,81.0,65.82000000000001
317,0.9999997615814209,84930.3359375,80.69,65.84
318,0.9999997615814209,85314.9375,79.47999999999999,65.84
319,0.9999996423721313,85699.5390625,79.72,65.53999999999999
320,0.9999997615814209,86102.03125,79.08,65.81
321,0.9999997615814209,86491.109375,78.55,65.77
322,0.9999997615814209,86889.1328125,77.91,65.73
323,0.9999997615814209,87278.203125,79.06,66.02
324,0.9999997615814209,87653.8671875,81.17,65.79
325,0.9999996423721313,88034.0,78.75,65.64999999999999
326,0.9999997615814209,88432.015625,78.45,65.62
327,0.9999997615814209,88825.5625,77.75999999999999,65.96
328,0.9999997615814209,89223.5859375,79.16,65.78
329,0.9999997615814209,89617.1328125,78.36,65.71000000000001
