,main,main_loss,backdoor,backdoor_loss,lr
1,30.630000000000003,0.010650155234336853,79.17,0.002816700899600983,0.002
2,46.21,0.014583214473724366,58.68,0.009648342418670654,0.002
3,60.14000000000001,0.0059647475957870484,53.349999999999994,0.006745738470554352,0.002
4,63.239999999999995,0.005928233051300049,61.53999999999999,0.006262296628952026,0.002
5,62.71,0.005796024394035339,67.11,0.005028317630290985,0.002
6,60.629999999999995,0.006113588011264801,82.32000000000001,0.002606790694594383,0.002
7,60.51,0.006080110716819763,88.35,0.0015822396755218505,0.002
8,62.949999999999996,0.005642837381362915,77.18,0.0033609465420246123,0.002
9,61.77,0.005880557799339294,89.4,0.001439814980328083,0.002
10,61.739999999999995,0.005949238169193268,88.34,0.0016033428132534028,0.002
11,63.55,0.005609362483024597,85.82,0.002001484614610672,0.002
12,60.019999999999996,0.006125635600090027,96.32,0.0005488891303539276,0.002
13,64.64,0.005433506524562835,83.26,0.002467789140343666,0.002
14,63.14999999999999,0.005627015841007233,94.37,0.0008068317480385304,0.002
15,63.31,0.005770489037036895,93.57,0.0009678410455584526,0.002
16,62.78,0.005755871868133545,93.84,0.0008591210305690766,0.002
17,62.51,0.005813468205928802,95.59,0.0006561678379774094,0.002
18,64.39,0.0055036005258560184,91.34,0.0012737706318497657,0.002
19,64.21,0.005522897601127625,94.28,0.0008217026673257351,0.002
20,64.33,0.005460042750835419,94.02000000000001,0.0008599533185362816,0.002
21,64.08,0.005530645942687988,95.17999999999999,0.0006798105284571647,0.002
22,63.83,0.0055571493864059445,96.17999999999999,0.0005736705183982849,0.002
23,63.09,0.005830505394935608,93.36,0.000971428170800209,0.002
24,64.23,0.0054682912826538085,95.35,0.0006785231359302998,0.002
25,63.72,0.00558441333770752,95.26,0.0007107548393309116,0.002
26,64.32,0.005444964194297791,94.75,0.000765572988986969,0.002
27,64.46,0.005470549464225769,95.24000000000001,0.0006889471806585789,0.002
28,64.51,0.005411541020870209,96.61,0.0005330170542001724,0.002
29,63.800000000000004,0.005591709136962891,97.28999999999999,0.00043148842751979826,0.002
30,64.83,0.005433208417892456,94.17,0.0008688585877418518,0.002
31,64.27000000000001,0.005530164468288422,97.17,0.00043703227937221526,0.002
